epoch,step,train_loss
0,7,1.4422770738601685
1,15,1.4181030988693237
2,23,1.4044973850250244
3,31,1.394281268119812
4,39,1.3923135995864868
5,47,1.391669511795044
6,55,1.3914964199066162
7,63,1.3924682140350342
8,71,1.390045166015625
9,79,1.388580560684204
10,87,1.386102318763733
11,95,1.3876315355300903
12,103,1.3873502016067505
13,111,1.386648416519165
14,119,1.3870658874511719
15,127,1.3869547843933105
16,135,1.3881667852401733
17,143,1.386813759803772
18,151,1.3860266208648682
19,159,1.3859562873840332
20,167,1.385674238204956
21,175,1.38568913936615
22,183,1.3851253986358643
23,191,1.38582181930542
24,199,1.3847596645355225
25,207,1.3851993083953857
26,215,1.3849914073944092
27,223,1.3854295015335083
28,231,1.3847087621688843
29,239,1.385945200920105
30,247,1.3851354122161865
31,255,1.383962869644165
32,263,1.384130597114563
33,271,1.3847094774246216
34,279,1.384653925895691
35,287,1.3839590549468994
36,295,1.38462233543396
37,303,1.384250283241272
38,311,1.3830317258834839
39,319,1.383121371269226
40,327,1.3833584785461426
41,335,1.3838818073272705
42,343,1.3812068700790405
43,351,1.3843194246292114
44,359,1.3812226057052612
45,367,1.38437020778656
46,375,1.3817390203475952
47,383,1.3820840120315552
48,391,1.3822275400161743
49,399,1.3820241689682007
50,407,1.382101058959961
51,415,1.384337067604065
52,423,1.3805646896362305
53,431,1.3822028636932373
54,439,1.3828155994415283
55,447,1.3817702531814575
56,455,1.3800970315933228
57,463,1.380234956741333
58,471,1.3805187940597534
59,479,1.37950599193573
60,487,1.3814656734466553
61,495,1.3808894157409668
62,503,1.3810052871704102
63,511,1.3814833164215088
64,519,1.3807835578918457
65,527,1.378501057624817
66,535,1.3802859783172607
67,543,1.3788516521453857
68,551,1.3818315267562866
69,559,1.380339503288269
70,567,1.378840446472168
71,575,1.3799324035644531
72,583,1.3790420293807983
73,591,1.3790695667266846
74,599,1.379930853843689
75,607,1.3789517879486084
76,615,1.3791471719741821
77,623,1.3772116899490356
78,631,1.3823423385620117
79,639,1.3808664083480835
80,647,1.3789334297180176
81,655,1.3792780637741089
82,663,1.377679467201233
83,671,1.3806467056274414
84,679,1.3794660568237305
85,687,1.3791700601577759
86,695,1.3796052932739258
87,703,1.37744140625
88,711,1.3756287097930908
89,719,1.3792787790298462
90,727,1.3774334192276
91,735,1.3804762363433838
92,743,1.3789507150650024
93,751,1.3759876489639282
94,759,1.3745081424713135
95,767,1.3780251741409302
96,775,1.3775177001953125
97,783,1.3802735805511475
98,791,1.3781665563583374
99,799,1.376527190208435
100,807,1.378745198249817
101,815,1.3758312463760376
102,823,1.375288724899292
103,831,1.376112937927246
104,839,1.3754475116729736
105,847,1.3808423280715942
106,855,1.3770207166671753
107,863,1.3753079175949097
108,871,1.3760660886764526
109,879,1.3788460493087769
110,887,1.3750196695327759
111,895,1.3772977590560913
112,903,1.3718037605285645
113,911,1.3752833604812622
114,919,1.3781005144119263
115,927,1.3763813972473145
116,935,1.3764772415161133
117,943,1.376859188079834
118,951,1.373511791229248
119,959,1.3726967573165894
120,967,1.3781774044036865
121,975,1.378790020942688
122,983,1.3809030055999756
123,991,1.3736296892166138
124,999,1.3761688470840454
125,1007,1.373539924621582
126,1015,1.3740277290344238
127,1023,1.3785873651504517
128,1031,1.3781895637512207
129,1039,1.3751648664474487
130,1047,1.3743387460708618
131,1055,1.3762602806091309
132,1063,1.3736145496368408
133,1071,1.377672553062439
134,1079,1.374691367149353
135,1087,1.373936653137207
136,1095,1.3752143383026123
137,1103,1.373958945274353
138,1111,1.3714877367019653
139,1119,1.37425696849823
140,1127,1.3728567361831665
141,1135,1.3755229711532593
142,1143,1.3759080171585083
143,1151,1.3752504587173462
144,1159,1.3749035596847534
145,1167,1.3763847351074219
146,1175,1.3685969114303589
147,1183,1.375702142715454
148,1191,1.3710881471633911
149,1199,1.3750996589660645
